"IdConglomerado","X_C3","Y_C3","NoIndividuo_C3","DiametroNormal_C3","AlturaTotal_C3","AreaBasal_C3","NombreComun_C3","Familia_APG_C3","Genero_APG_C3","Especie_APG_C3","Clave_ESP","N_Cientifico"
56913,-88.604833,19.555417,35,12.1,7.6,0.011499,"beck","Lauraceae","Nectandra","salicifolia","Necsal","Nectandra salicifolia"
56913,-88.604833,19.555417,7,17.3,11.9,0.023506,"jabin","Fabaceae","Piscidia","piscipula","Pispis","Piscidia piscipula"
56913,-88.604833,19.555417,8,8.6,8.9,0.005809,"jabin","Fabaceae","Piscidia","piscipula","Pispis","Piscidia piscipula"
56913,-88.604833,19.555417,14,11.2,8.6,0.009852,"kitanche","Fabaceae","Caesalpinia","gaumeri","Caegau","Caesalpinia gaumeri"
56913,-88.604833,19.555417,16,11.6,7.6,0.010568,"kaskat","Malvaceae","Luehea","speciosa","Luespe","Luehea speciosa"
56913,-88.604833,19.555417,16,18,7.7,0.025447,"kaskat","Malvaceae","Luehea","speciosa","Luespe","Luehea speciosa"
56913,-88.604833,19.555417,47,8,7.6,0.005027,"cojon de toro","Apocynaceae","Cascabela","gaumeri","Casgau","Cascabela gaumeri"
56913,-88.604833,19.555417,57,8.5,5.8,0.005675,"kaskat","Malvaceae","Luehea","speciosa","Luespe","Luehea speciosa"
56913,-88.604833,19.555417,59,8,6.9,0.005027,"tempisque","Sapotaceae","Sideroxylon","capiri","Sidcap","Sideroxylon capiri"
56913,-88.604833,19.555417,18,11.5,7.6,0.010387,"kaskat","Malvaceae","Luehea","speciosa","Luespe","Luehea speciosa"
56913,-88.604833,19.555417,23,15,8.9,0.017672,"kaskat","Malvaceae","Luehea","speciosa","Luespe","Luehea speciosa"
56913,-88.604833,19.555417,28,9,6.9,0.006362,"jabin","Fabaceae","Piscidia","piscipula","Pispis","Piscidia piscipula"
56913,-88.604833,19.555417,39,12.2,9.9,0.01169,"kaskat","Malvaceae","Luehea","speciosa","Luespe","Luehea speciosa"
56913,-88.604833,19.555417,6,10.3,7.7,0.008332,"jabin","Fabaceae","Piscidia","piscipula","Pispis","Piscidia piscipula"
56913,-88.604833,19.555417,19,8,7.8,0.005027,"kaskat","Malvaceae","Luehea","speciosa","Luespe","Luehea speciosa"
56913,-88.604833,19.555417,29,11.3,8.2,0.010029,"chuum","Bixaceae","Cochlospermum","vitifolium","Cocvit","Cochlospermum vitifolium"
56913,-88.604833,19.555417,29,12.5,9,0.012272,"chuum","Bixaceae","Cochlospermum","vitifolium","Cocvit","Cochlospermum vitifolium"
56913,-88.604833,19.555417,30,9.4,6.9,0.00694,"chuum","Bixaceae","Cochlospermum","vitifolium","Cocvit","Cochlospermum vitifolium"
56913,-88.604833,19.555417,44,9.5,10.6,0.007088,"tastap","Rubiaceae","Guettarda","combsii","Guecom","Guettarda combsii"
56913,-88.604833,19.555417,47,15.7,9.1,0.019359,"jabin","Fabaceae","Piscidia","piscipula","Pispis","Piscidia piscipula"
58420,-88.964,19.313972,24,10.4,10.7,0.008495,"IXINCHE","Salicaceae","Casearia","corymbosa","Cascor","Casearia corymbosa"
58420,-88.964,19.313972,28,9,8.1,0.006362,"ZAPOTILLO","Sapotaceae","Pouteria","reticulata","Pouret","Pouteria reticulata"
58420,-88.964,19.313972,30,15.5,10.5,0.018869,"KITANCHE","Fabaceae","Caesalpinia","gaumeri","Caegau","Caesalpinia gaumeri"
58420,-88.964,19.313972,43,8.3,7.3,0.005411,"ZAPOTILLO","Sapotaceae","Pouteria","reticulata","Pouret","Pouteria reticulata"
58420,-88.964,19.313972,56,17,1.8,0.022698,"TASTAP","Rubiaceae","Guettarda","combsii","Guecom","Guettarda combsii"
58420,-88.964,19.313972,72,7.9,7.9,0.004902,"KUCHEL","Rubiaceae","Machaonia","lindeniana","Maclin","Machaonia lindeniana"
58420,-88.964,19.313972,73,9,8.5,0.006362,"MUK","Fabaceae","Dalbergia","glabra","Dalgla","Dalbergia glabra"
58420,-88.964,19.313972,26,18.4,12.1,0.026591,"CHACA","Burseraceae","Bursera","simaruba","Bursim","Bursera simaruba"
58420,-88.964,19.313972,27,35.4,13.5,0.098423,"KITANCHE","Fabaceae","Caesalpinia","gaumeri","Caegau","Caesalpinia gaumeri"
58420,-88.964,19.313972,45,8.3,7.8,0.005411,"DZIZILCHE","Polygonaceae","Gymnopodium","floribundum","Gymflo","Gymnopodium floribundum"
58420,-88.964,19.313972,12,17.5,3.8,0.024053,"TINTO","Fabaceae","Haematoxylum","campechianum","Haecam","Haematoxylum campechianum"
58420,-88.964,19.313972,20,20.3,9.9,0.032366,"SIPCHE","Malpighiaceae","Bunchosia","swartziana","Bunswa","Bunchosia swartziana"
58420,-88.964,19.313972,27,13.4,12.8,0.014103,"SUBINTEL","Rubiaceae","Guettarda","gaumeri","Guegau","Guettarda gaumeri"
58420,-88.964,19.313972,30,14.5,10.2,0.016513,"SIPCHE","Malpighiaceae","Bunchosia","swartziana","Bunswa","Bunchosia swartziana"
58420,-88.964,19.313972,31,8,6.3,0.005027,"SILIL","Ebenaceae","Diospyros","tetrasperma","Diotet","Diospyros tetrasperma"
58420,-88.964,19.313972,36,7.7,6.1,0.004657,"GUAYABILLO","Myrtaceae","Psidium","sartorianum","Psisar","Psidium sartorianum"
58420,-88.964,19.313972,54,9.8,10.2,0.007543,"BOJON","Cordiaceae","Cordia","alliodora","Corall","Cordia alliodora"
58420,-88.964,19.313972,9,8,7.3,0.005027,"SILIL","Ebenaceae","Diospyros","tetrasperma","Diotet","Diospyros tetrasperma"
58420,-88.964,19.313972,21,11.3,9,0.010029,"BOOPCHICH","Polygonaceae","Coccoloba","spicata","Cocspi","Coccoloba spicata"
58420,-88.964,19.313972,24,10.1,8.7,0.008012,"ZAPOTE","Sapotaceae","Manilkara","zapota","Manzap","Manilkara zapota"
58420,-88.964,19.313972,28,12.5,10.9,0.012272,"ZAPOTILLO","Sapotaceae","Pouteria","reticulata","Pouret","Pouteria reticulata"
58420,-88.964,19.313972,38,12.5,9,0.012272,"SIPCHE","Malpighiaceae","Bunchosia","swartziana","Bunswa","Bunchosia swartziana"
58420,-88.964,19.313972,49,11.2,9.6,0.009852,"CHINTOC","Rhamnaceae","Krugiodendron","ferreum","Krufer","Krugiodendron ferreum"
58420,-88.964,19.313972,52,14.1,10.7,0.015615,"GUAYABILLO","Myrtaceae","Psidium","sartorianum","Psisar","Psidium sartorianum"
58420,-88.964,19.313972,52,17.4,10.3,0.023779,"GUAYABILLO","Myrtaceae","Psidium","sartorianum","Psisar","Psidium sartorianum"
58420,-88.964,19.313972,6,9.7,9,0.00739,"DZIZILCHE","Polygonaceae","Gymnopodium","floribundum","Gymflo","Gymnopodium floribundum"
56908,-88.842639,19.57625,14,12,11.8,0.01131,"Boopchich","Polygonaceae","Coccoloba","spicata","Cocspi","Coccoloba spicata"
56908,-88.842639,19.57625,16,15.6,8.1,0.019113,"Tzalam","Fabaceae","Lysiloma","latisiliquum","Lyslat","Lysiloma latisiliquum"
56908,-88.842639,19.57625,17,10.4,9.9,0.008495,"Bopchich","Polygonaceae","Coccoloba","spicata","Cocspi","Coccoloba spicata"
56908,-88.842639,19.57625,26,10.2,8.9,0.008171,"Caimito","Sapotaceae","Chrysophyllum","cainito","Chrcai","Chrysophyllum cainito"
57169,-88.514028,19.501778,22,18.7,14.5,0.027465,"canchunup","Sapindaceae","Thouinia","paucidentata","Thopau","Thouinia paucidentata"
57169,-88.514028,19.501778,33,13.3,11.9,0.013893,"chaka","Burseraceae","Bursera","simaruba","Bursim","Bursera simaruba"
57169,-88.514028,19.501778,25,16.9,12.5,0.022432,"chaka","Burseraceae","Bursera","simaruba","Bursim","Bursera simaruba"
57169,-88.514028,19.501778,32,18.1,13.9,0.02573,"tancasche","Rutaceae","Zanthoxylum","caribaeum","Zancar","Zanthoxylum caribaeum"
57169,-88.514028,19.501778,34,11.4,7.5,0.010207,"zapotillo","Sapotaceae","Pouteria","reticulata","Pouret","Pouteria reticulata"
57169,-88.514028,19.501778,37,8.2,7.7,0.005281,"xuul","Fabaceae","Lonchocarpus","guatemalensis","Longua","Lonchocarpus guatemalensis"
57169,-88.514028,19.501778,42,41.3,4.4,0.133965,"zapote","Sapotaceae","Manilkara","zapota","Manzap","Manilkara zapota"
57169,-88.514028,19.501778,4,14.2,6.8,0.015837,"zapotillo","Sapotaceae","Pouteria","reticulata","Pouret","Pouteria reticulata"
57169,-88.514028,19.501778,11,8.5,8.7,0.005675,"tapzi","Nyctaginaceae","Neea","psychotrioides","Neepsy","Neea psychotrioides"
57169,-88.514028,19.501778,24,9.5,11.7,0.007088,"perezcutz","Euphorbiaceae","Croton","reflexifolius","Croref","Croton reflexifolius"
57169,-88.514028,19.501778,44,10.9,9.8,0.009331,"guayacox","Sapindaceae","Exothea","diphylla","Exodip","Exothea diphylla"
57169,-88.514028,19.501778,17,12.4,9.4,0.012076,"perescut","Euphorbiaceae","Croton","reflexifolius","Croref","Croton reflexifolius"
57169,-88.514028,19.501778,19,26,13.8,0.053093,"xuul","Fabaceae","Lonchocarpus","guatemalensis","Longua","Lonchocarpus guatemalensis"
57169,-88.514028,19.501778,22,40.5,14.9,0.128825,"tzalam","Fabaceae","Lysiloma","latisiliquum","Lyslat","Lysiloma latisiliquum"
57169,-88.514028,19.501778,24,14.6,10.5,0.016742,"tzol","Viburnaceae","Sambucus","canadensis","Samcan","Sambucus canadensis"
57169,-88.514028,19.501778,55,35.2,14.2,0.097314,"chaka","Burseraceae","Bursera","simaruba","Bursim","Bursera simaruba"
57169,-88.514028,19.501778,58,13.5,12.5,0.014314,"canchunup","Sapindaceae","Thouinia","paucidentata","Thopau","Thouinia paucidentata"
57179,-88.038639,19.458417,12,7.9,7.1,0.004902,"Chaka","Burseraceae","Bursera","simaruba","Bursim","Bursera simaruba"
57179,-88.038639,19.458417,2,15.9,7.1,0.019856,"Guisache","Fabaceae","Havardia","albicans","Havalb","Havardia albicans"
57179,-88.038639,19.458417,24,8,4.2,0.005027,"Guisache","Fabaceae","Havardia","albicans","Havalb","Havardia albicans"
57179,-88.038639,19.458417,29,13.4,9.9,0.014103,"Perezcut","Euphorbiaceae","Croton","arboreus","Croarb","Croton arboreus"
57179,-88.038639,19.458417,3,14.2,8.3,0.015837,"Canchunup","Sapindaceae","Thouinia","paucidentata","Thopau","Thouinia paucidentata"
57179,-88.038639,19.458417,38,10.1,8.6,0.008012,"Perezcut","Euphorbiaceae","Croton","arboreus","Croarb","Croton arboreus"
57179,-88.038639,19.458417,4,8,6.1,0.005027,"Katalox","Fabaceae","Swartzia","cubensis","Swacub","Swartzia cubensis"
57179,-88.038639,19.458417,9,9.4,8,0.00694,"Canchunup","Sapindaceae","Thouinia","paucidentata","Thopau","Thouinia paucidentata"
57179,-88.038639,19.458417,23,14.8,8.3,0.017203,"Guisache","Fabaceae","Havardia","albicans","Havalb","Havardia albicans"
57179,-88.038639,19.458417,30,17,7.8,0.022698,"Guisache","Fabaceae","Havardia","albicans","Havalb","Havardia albicans"
57179,-88.038639,19.458417,37,24.6,16.6,0.047529,"Tzalam","Fabaceae","Lysiloma","latisiliquum","Lyslat","Lysiloma latisiliquum"
57179,-88.038639,19.458417,39,10.1,8,0.008012,"Guisache","Fabaceae","Havardia","albicans","Havalb","Havardia albicans"
57179,-88.038639,19.458417,13,8,7.3,0.005027,"Tastad","Rubiaceae","Guettarda","elliptica","Gueell","Guettarda elliptica"
57179,-88.038639,19.458417,17,18.8,8.1,0.027759,"Tzalam","Fabaceae","Lysiloma","latisiliquum","Lyslat","Lysiloma latisiliquum"
57179,-88.038639,19.458417,25,11.4,10.2,0.010207,"Bojon","Cordiaceae","Cordia","gerascanthus","Corger","Cordia gerascanthus"
57179,-88.038639,19.458417,26,10.3,9.6,0.008332,"Chaka","Burseraceae","Bursera","simaruba","Bursim","Bursera simaruba"
57179,-88.038639,19.458417,38,26.7,16.2,0.05599,"Tzalam","Fabaceae","Lysiloma","latisiliquum","Lyslat","Lysiloma latisiliquum"
57179,-88.038639,19.458417,22,10.8,8.6,0.009161,"Guisache","Fabaceae","Havardia","albicans","Havalb","Havardia albicans"
57179,-88.038639,19.458417,32,10.8,8.6,0.009161,"Tzalam","Fabaceae","Lysiloma","latisiliquum","Lyslat","Lysiloma latisiliquum"
57179,-88.038639,19.458417,44,8.5,8.3,0.005675,"Chaka","Burseraceae","Bursera","simaruba","Bursim","Bursera simaruba"
57179,-88.038639,19.458417,69,10.3,8.9,0.008332,"Canchunup","Sapindaceae","Thouinia","paucidentata","Thopau","Thouinia paucidentata"
57661,-89.045944,19.457361,7,10,11.8,0.007854,"kanazin","Fabaceae","Lonchocarpus","rugosus","Lonrug","Lonchocarpus rugosus"
57661,-89.045944,19.457361,12,12,11.3,0.01131,"jabin","Fabaceae","Piscidia","piscipula","Pispis","Piscidia piscipula"
57661,-89.045944,19.457361,34,11,11.3,0.009503,"jabin","Fabaceae","Piscidia","piscipula","Pispis","Piscidia piscipula"
57661,-89.045944,19.457361,4,12.5,0.7,0.012272,"laurelillo","Lauraceae","Nectandra","salicifolia","Necsal","Nectandra salicifolia"
57661,-89.045944,19.457361,28,10.4,10.7,0.008495,"tzalam","Fabaceae","Lysiloma","latisiliquum","Lyslat","Lysiloma latisiliquum"
57661,-89.045944,19.457361,38,10.1,11.2,0.008012,"conchanup","Sapindaceae","Thouinia","paucidentata","Thopau","Thouinia paucidentata"
57661,-89.045944,19.457361,39,16.9,14.3,0.022432,"silil","Ebenaceae","Diospyros","tetrasperma","Diotet","Diospyros tetrasperma"
57661,-89.045944,19.457361,42,12.6,7.7,0.012469,"tzalam","Fabaceae","Lysiloma","latisiliquum","Lyslat","Lysiloma latisiliquum"
57661,-89.045944,19.457361,46,14.4,13.1,0.016286,"chaca","Burseraceae","Bursera","simaruba","Bursim","Bursera simaruba"
57661,-89.045944,19.457361,49,14.9,12.9,0.017437,"chaca","Burseraceae","Bursera","simaruba","Bursim","Bursera simaruba"
57661,-89.045944,19.457361,50,19,10.7,0.028353,"batan","Arecaceae","Sabal","yapa","Sabyap","Sabal yapa"
57661,-89.045944,19.457361,63,13.6,13.4,0.014527,"boop","Polygonaceae","Coccoloba","cozumelensis","Coccoz","Coccoloba cozumelensis"
56918,-88.366778,19.534,62,13.1,9,0.013478,"jabin","Fabaceae","Piscidia","piscipula","Pispis","Piscidia piscipula"
56918,-88.366778,19.534,18,13.5,14.5,0.014314,"xuul","Fabaceae","Lonchocarpus","guatemalensis","Longua","Lonchocarpus guatemalensis"
56918,-88.366778,19.534,19,8,7.3,0.005027,"naranjillo","Rutaceae","Pilocarpus","racemosus","Pilrac","Pilocarpus racemosus"
56918,-88.366778,19.534,41,11.7,12.7,0.010751,"bopchich","Polygonaceae","Coccoloba","spicata","Cocspi","Coccoloba spicata"
56918,-88.366778,19.534,52,8.7,8.8,0.005945,"tastap","Rubiaceae","Guettarda","combsii","Guecom","Guettarda combsii"
56923,-88.128972,19.512333,23,16.5,23.1,0.021383,"Kanazin","Fabaceae","Lonchocarpus","rugosus","Lonrug","Lonchocarpus rugosus"
56923,-88.128972,19.512333,35,28.2,18.6,0.062458,"Chaka","Burseraceae","Bursera","simaruba","Bursim","Bursera simaruba"
56923,-88.128972,19.512333,51,12.6,13.9,0.012469,"Xuul","Fabaceae","Lonchocarpus","guatemalensis","Longua","Lonchocarpus guatemalensis"
56923,-88.128972,19.512333,13,26,18,0.053093,"Chaka","Burseraceae","Bursera","simaruba","Bursim","Bursera simaruba"
56923,-88.128972,19.512333,14,16.2,13.2,0.020612,"Xuul","Fabaceae","Lonchocarpus","guatemalensis","Longua","Lonchocarpus guatemalensis"
56923,-88.128972,19.512333,38,7.7,6.9,0.004657,"Chocauitan","Celastraceae","Semialarium","mexicanum","Semmex","Semialarium mexicanum"
56923,-88.128972,19.512333,61,18.5,16.6,0.02688,"Chaka","Burseraceae","Bursera","simaruba","Bursim","Bursera simaruba"
56923,-88.128972,19.512333,7,11.3,12.3,0.010029,"Chicozapote","Sapotaceae","Manilkara","zapota","Manzap","Manilkara zapota"
56923,-88.128972,19.512333,34,24.3,11.8,0.046377,"Chaka","Burseraceae","Bursera","simaruba","Bursim","Bursera simaruba"
56923,-88.128972,19.512333,41,22.5,17.6,0.039761,"Granadillo","Fabaceae","Platymiscium","yucatanum","Playuc","Platymiscium yucatanum"
56923,-88.128972,19.512333,14,26.1,20.2,0.053502,"Granadillo","Fabaceae","Platymiscium","yucatanum","Playuc","Platymiscium yucatanum"
56923,-88.128972,19.512333,15,7.6,7,0.004536,"Tastcid","Rubiaceae","Guettarda","elliptica","Gueell","Guettarda elliptica"
56923,-88.128972,19.512333,15,7.7,6.9,0.004657,"Tastad","Rubiaceae","Guettarda","elliptica","Gueell","Guettarda elliptica"
56923,-88.128972,19.512333,20,10.5,10.6,0.008659,"Xuul","Fabaceae","Lonchocarpus","guatemalensis","Longua","Lonchocarpus guatemalensis"
56923,-88.128972,19.512333,23,27,27.3,0.057256,"Granadillo","Fabaceae","Platymiscium","yucatanum","Playuc","Platymiscium yucatanum"
57179,-88.038639,19.458417,11,10.3,9.6,0.008332,"Guisache","Fabaceae","Havardia","albicans","Havalb","Havardia albicans"
57179,-88.038639,19.458417,36,11.8,8.6,0.010936,"Canchunup","Sapindaceae","Thouinia","paucidentata","Thopau","Thouinia paucidentata"
57179,-88.038639,19.458417,39,9.4,8.9,0.00694,"Tabaquillo","Rubiaceae","Alseis","yucatanensis","Alsyuc","Alseis yucatanensis"
57179,-88.038639,19.458417,6,8.4,8.9,0.005542,"Boob","Polygonaceae","Coccoloba","cozumelensis","Coccoz","Coccoloba cozumelensis"
57179,-88.038639,19.458417,9,8.2,6.9,0.005281,"Jabin","Fabaceae","Piscidia","piscipula","Pispis","Piscidia piscipula"
57179,-88.038639,19.458417,19,9.4,6.9,0.00694,"Chaka","Burseraceae","Bursera","simaruba","Bursim","Bursera simaruba"
57179,-88.038639,19.458417,2,14.5,9,0.016513,"Guisache","Fabaceae","Havardia","albicans","Havalb","Havardia albicans"
57179,-88.038639,19.458417,30,12.8,10.2,0.012868,"Tzalam","Fabaceae","Lysiloma","latisiliquum","Lyslat","Lysiloma latisiliquum"
57179,-88.038639,19.458417,31,11,9.6,0.009503,"Tzalam","Fabaceae","Lysiloma","latisiliquum","Lyslat","Lysiloma latisiliquum"
57179,-88.038639,19.458417,32,10.1,8.8,0.008012,"Tzalam","Fabaceae","Lysiloma","latisiliquum","Lyslat","Lysiloma latisiliquum"
57179,-88.038639,19.458417,35,10,8.9,0.007854,"Tzalam","Fabaceae","Lysiloma","latisiliquum","Lyslat","Lysiloma latisiliquum"
57179,-88.038639,19.458417,1,10,8.8,0.007854,"Bojon","Cordiaceae","Cordia","gerascanthus","Corger","Cordia gerascanthus"
57179,-88.038639,19.458417,26,10.4,9.4,0.008495,"Chaka","Burseraceae","Bursera","simaruba","Bursim","Bursera simaruba"
57179,-88.038639,19.458417,35,10.3,8.8,0.008332,"Tzalam","Fabaceae","Lysiloma","latisiliquum","Lyslat","Lysiloma latisiliquum"
57179,-88.038639,19.458417,43,12,8.8,0.01131,"Chaka","Burseraceae","Bursera","simaruba","Bursim","Bursera simaruba"
57179,-88.038639,19.458417,45,8.2,7.8,0.005281,"Chaka","Burseraceae","Bursera","simaruba","Bursim","Bursera simaruba"
57179,-88.038639,19.458417,53,9.2,7.8,0.006648,"Guizache","Fabaceae","Havardia","albicans","Havalb","Havardia albicans"
57179,-88.038639,19.458417,5,19.7,16.9,0.030481,"Tzalam","Fabaceae","Lysiloma","latisiliquum","Lyslat","Lysiloma latisiliquum"
57179,-88.038639,19.458417,58,11.8,9.3,0.010936,"Chaka","Burseraceae","Bursera","simaruba","Bursim","Bursera simaruba"
56903,-89.080639,19.59675,17,24.5,16.7,0.047144,"chechen","Anacardiaceae","Metopium","brownei","Metbro","Metopium brownei"
56903,-89.080639,19.59675,31,16.5,13.2,0.021383,"chaca","Burseraceae","Bursera","simaruba","Bursim","Bursera simaruba"
56903,-89.080639,19.59675,40,15.3,11.2,0.018385,"pochote","Malvaceae","Ceiba","aesculifolia","Ceiaes","Ceiba aesculifolia"
56903,-89.080639,19.59675,4,13.4,7.7,0.014103,"chaca","Burseraceae","Bursera","simaruba","Bursim","Bursera simaruba"
56903,-89.080639,19.59675,19,13.9,10.5,0.015175,"yaiti","Euphorbiaceae","Gymnanthes","lucida","Gymluc","Gymnanthes lucida"
56903,-89.080639,19.59675,36,11.4,9.8,0.010207,"chaca","Burseraceae","Bursera","simaruba","Bursim","Bursera simaruba"
56903,-89.080639,19.59675,56,12.8,15.9,0.012868,"xuul","Fabaceae","Lonchocarpus","guatemalensis","Longua","Lonchocarpus guatemalensis"
56903,-89.080639,19.59675,1,24.6,14.9,0.047529,"xuul","Fabaceae","Lonchocarpus","guatemalensis","Longua","Lonchocarpus guatemalensis"
56903,-89.080639,19.59675,25,7.7,6.2,0.004657,"jabin","Fabaceae","Piscidia","piscipula","Pispis","Piscidia piscipula"
56903,-89.080639,19.59675,18,10,12.2,0.007854,"xuul","Fabaceae","Lonchocarpus","guatemalensis","Longua","Lonchocarpus guatemalensis"
56903,-89.080639,19.59675,22,15.2,9,0.018146,"kaastak","Malvaceae","Luehea","speciosa","Luespe","Luehea speciosa"
56903,-89.080639,19.59675,33,11.7,12,0.010751,"kanazin","Fabaceae","Lonchocarpus","rugosus","Lonrug","Lonchocarpus rugosus"
56903,-89.080639,19.59675,41,14.6,11.8,0.016742,"yaxnic","Lamiaceae","Vitex","gaumeri","Vitgau","Vitex gaumeri"
56674,-87.934222,19.539778,1,14,7.6,0.015394,"CANCHUNUP","Sapindaceae","Thouinia","paucidentata","Thopau","Thouinia paucidentata"
56674,-87.934222,19.539778,42,13.5,8.8,0.014314,"CANCHUNUP","Sapindaceae","Thouinia","paucidentata","Thopau","Thouinia paucidentata"
56674,-87.934222,19.539778,18,16.7,13,0.021904,"kaniste","Sapotaceae","Pouteria","campechiana","Poucam","Pouteria campechiana"
61735,-88.310611,18.664556,22,8.4,9.9,0.005542,"TOPYUC","Polygonaceae","Coccoloba","barbadensis","Cocbar","Coccoloba barbadensis"
61735,-88.310611,18.664556,32,9.8,6.5,0.007543,"XUUL","Fabaceae","Lonchocarpus","guatemalensis","Longua","Lonchocarpus guatemalensis"
61735,-88.310611,18.664556,5,19.4,12.9,0.029559,"JABIN","Fabaceae","Piscidia","piscipula","Pispis","Piscidia piscipula"
61735,-88.310611,18.664556,11,13.5,0.7,0.014314,"TOPYUC","Polygonaceae","Coccoloba","barbadensis","Cocbar","Coccoloba barbadensis"
61735,-88.310611,18.664556,3,20.4,4.3,0.032685,"TZALAM","Fabaceae","Lysiloma","latisiliquum","Lyslat","Lysiloma latisiliquum"
61735,-88.310611,18.664556,8,21.6,13.8,0.036644,"NEGRITO","Simaroubaceae","Simarouba","amara","Simama","Simarouba amara"
61735,-88.310611,18.664556,17,7.9,7.1,0.004902,"SILIL","Ebenaceae","Diospyros","tetrasperma","Diotet","Diospyros tetrasperma"
61735,-88.310611,18.664556,15,9.8,9.7,0.007543,"XUUL","Fabaceae","Lonchocarpus","guatemalensis","Longua","Lonchocarpus guatemalensis"
61735,-88.310611,18.664556,21,23.5,13.9,0.043374,"JABIN","Fabaceae","Piscidia","piscipula","Pispis","Piscidia piscipula"
61735,-88.310611,18.664556,23,13.7,10.4,0.014741,"BOTAN","Arecaceae","Sabal","yapa","Sabyap","Sabal yapa"
61735,-88.310611,18.664556,25,10.8,12.9,0.009161,"BOP","Polygonaceae","Coccoloba","cozumelensis","Coccoz","Coccoloba cozumelensis"
61735,-88.310611,18.664556,27,19.3,13.7,0.029255,"YAXNIK","Lamiaceae","Vitex","gaumeri","Vitgau","Vitex gaumeri"
61735,-88.310611,18.664556,6,12.7,8.4,0.012668,"YAXNIK","Lamiaceae","Vitex","gaumeri","Vitgau","Vitex gaumeri"
61742,-87.790889,18.61625,8,8.7,5.8,0.005945,"Chechen","Anacardiaceae","Metopium","brownei","Metbro","Metopium brownei"
56913,-88.604833,19.555417,25,10.6,5.6,0.008825,"jabin","Fabaceae","Piscidia","piscipula","Pispis","Piscidia piscipula"
56913,-88.604833,19.555417,50,13.1,11.6,0.013478,"zapotillo","Sapotaceae","Pouteria","reticulata","Pouret","Pouteria reticulata"
57179,-88.038639,19.458417,19,14.3,6.9,0.016061,"Guisache","Fabaceae","Havardia","albicans","Havalb","Havardia albicans"
57179,-88.038639,19.458417,21,14.4,6.9,0.016286,"Guisache","Fabaceae","Havardia","albicans","Havalb","Havardia albicans"
57179,-88.038639,19.458417,37,7.8,7.9,0.004778,"Jabin","Fabaceae","Piscidia","piscipula","Pispis","Piscidia piscipula"
57179,-88.038639,19.458417,8,16.2,6.9,0.020612,"Yaiti","Euphorbiaceae","Gymnanthes","lucida","Gymluc","Gymnanthes lucida"
57179,-88.038639,19.458417,14,11.6,8.8,0.010568,"Canchunup","Sapindaceae","Thouinia","paucidentata","Thopau","Thouinia paucidentata"
57179,-88.038639,19.458417,26,9.4,6.9,0.00694,"Jabin","Fabaceae","Piscidia","piscipula","Pispis","Piscidia piscipula"
57179,-88.038639,19.458417,27,22.7,1.09,0.040471,"Chechem","Anacardiaceae","Metopium","brownei","Metbro","Metopium brownei"
57179,-88.038639,19.458417,32,8.8,8.8,0.006082,"Chechem","Anacardiaceae","Metopium","brownei","Metbro","Metopium brownei"
57179,-88.038639,19.458417,10,10.4,8.8,0.008495,"Tzalam","Fabaceae","Lysiloma","latisiliquum","Lyslat","Lysiloma latisiliquum"
57179,-88.038639,19.458417,12,8.6,8.4,0.005809,"Bopchich","Polygonaceae","Coccoloba","spicata","Cocspi","Coccoloba spicata"
57179,-88.038639,19.458417,30,13.7,10.6,0.014741,"Tzalam","Fabaceae","Lysiloma","latisiliquum","Lyslat","Lysiloma latisiliquum"
57179,-88.038639,19.458417,3,8.8,8.6,0.006082,"Guisache","Fabaceae","Havardia","albicans","Havalb","Havardia albicans"
57179,-88.038639,19.458417,7,7.6,8.3,0.004536,"Chaka","Burseraceae","Bursera","simaruba","Bursim","Bursera simaruba"
57179,-88.038639,19.458417,10,14.5,6.9,0.016513,"Guisache","Fabaceae","Havardia","albicans","Havalb","Havardia albicans"
57179,-88.038639,19.458417,3,13.9,8.6,0.015175,"Yaiti","Euphorbiaceae","Gymnanthes","lucida","Gymluc","Gymnanthes lucida"
56658,-88.695361,19.608944,19,19.4,7.9,0.029559,"chaka","Burseraceae","Bursera","simaruba","Bursim","Bursera simaruba"
56658,-88.695361,19.608944,22,17.9,16.9,0.025165,"chaka","Burseraceae","Bursera","simaruba","Bursim","Bursera simaruba"
56658,-88.695361,19.608944,10,9.7,11.2,0.00739,"tzalam","Fabaceae","Lysiloma","latisiliquum","Lyslat","Lysiloma latisiliquum"
56658,-88.695361,19.608944,30,12.2,11.9,0.01169,"granadillo","Fabaceae","Platymiscium","yucatanum","Playuc","Platymiscium yucatanum"
56658,-88.695361,19.608944,40,22.5,11.9,0.039761,"chico zapote","Sapotaceae","Manilkara","zapota","Manzap","Manilkara zapota"
56659,-88.647861,19.604583,24,18.7,11.6,0.027465,"Bop","Polygonaceae","Coccoloba","diversifolia","Cocdiv","Coccoloba diversifolia"
56659,-88.647861,19.604583,33,26,15.2,0.053093,"Chacte","Rubiaceae","Simira","multiflora","Simmul","Simira multiflora"
56659,-88.647861,19.604583,40,11.5,8.8,0.010387,"Tadzi","Nyctaginaceae","Neea","psychotrioides","Neepsy","Neea psychotrioides"
56659,-88.647861,19.604583,43,8.7,8.8,0.005945,"Yaiti","Nyctaginaceae","Neea","psychotrioides","Neepsy","Neea psychotrioides"
